loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,Address
27000, 36 months,17.81,973.54,E,E1,Operations Manager,10+ years,OWN,130276.69,Source Verified,Jan-2017,Fully Paid,debt_consolidation,Debt consolidation,12.81,Nov-1992,8,0,53087.47,38.8,21,f,Individual,3.0,0.0,"8747 Main St
WI 14870"
40000, 36 months,14.03,1367.69,C,C2,,4 years,RENT,92850.53,Source Verified,Jun-2017,Fully Paid,debt_consolidation,Debt consolidation,22.33,May-2013,9,0,30680.45,56.3,21,f,Individual,0.0,0.0,"3826 Main St
WY 51884"
30000, 36 months,12.81,1008.08,D,D5,Truck Driver,3 years,MORTGAGE,18169.1,Verified,Nov-2018,Fully Paid,debt_consolidation,Debt consolidation,16.23,Jan-1985,8,0,4498.85,54.7,22,w,Individual,0.0,0.0,"3668 Main St
ND 19205"
11500, 36 months,5.15,345.44,A,A4,Physician,4 years,OWN,71735.77,Verified,Jan-2018,Fully Paid,debt_consolidation,Debt consolidation,18.59,Jan-1987,8,0,3962.06,84.6,20,w,Individual,1.0,1.0,"2356 Main St
WV 64716"
26000, 60 months,6.12,504.1,A,A2,Police Officer,2 years,RENT,270513.25,Verified,Dec-2015,Fully Paid,medical,Medical expenses,42.75,Aug-2011,15,0,9459.75,77.4,27,w,Individual,5.0,1.0,"4653 Main St
LA 15454"
24500, 36 months,5.3,737.59,A,A2,Registered Nurse,1 year,OTHER,72353.97,Verified,Apr-2016,Fully Paid,debt_consolidation,Debt consolidation,16.14,Mar-1993,9,0,1378.81,49.7,16,w,Individual,1.0,0.0,"5844 Main St
AL 11304"
11000, 36 months,3.21,320.91,A,A2,Marketing Manager,5 years,RENT,57089.44,Verified,Jan-2020,Fully Paid,credit_card,Credit card refinancing,24.25,Dec-1999,12,0,2579.22,31.4,26,w,Individual,2.0,0.0,"5428 Main St
FL 91434"
11500, 36 months,14.1,393.6,C,C1,Financial Analyst,2 years,RENT,40952.35,Source Verified,Mar-2016,Fully Paid,other,Other,33.78,Jan-1987,10,0,1440.82,25.0,23,f,Joint App,2.0,0.0,"8816 Main St
LA 56824"
15500, 60 months,7.79,312.73,B,B2,Driver,,OWN,32930.73,Verified,Feb-2016,Fully Paid,car,Car financing,13.0,Jul-1999,12,0,200000.0,19.5,22,w,Individual,2.0,1.0,"9300 Main St
VT 31318"
13000, 36 months,11.38,427.95,E,E1,Vice President,< 1 year,MORTGAGE,70168.86,Not Verified,Oct-2019,Fully Paid,vacation,Vacation,11.54,Jun-2015,11,2,5468.0,20.6,26,w,Individual,0.0,0.0,"660 Main St
VT 63037"
14500, 36 months,5.54,438.1,B,B1,Pharmacist,5 years,MORTGAGE,17858.68,Source Verified,Feb-2020,Fully Paid,debt_consolidation,Debt consolidation,15.46,Aug-2013,9,0,105194.82,12.7,19,f,Individual,0.0,0.0,"2214 Main St
HI 38598"
33000, 36 months,20.9,1241.58,D,D2,Engineer,10+ years,MORTGAGE,39981.42,Source Verified,Feb-2020,Fully Paid,debt_consolidation,Debt consolidation,11.28,Apr-2000,9,0,1054.76,19.5,16,f,Individual,0.0,2.0,"8663 Main St
TX 18248"
23000, 60 months,16.45,564.83,C,C5,Office Manager,4 years,MORTGAGE,58738.05,Source Verified,Aug-2020,Fully Paid,educational,Educational,13.71,Jun-1987,10,0,21625.74,40.2,21,f,Individual,2.0,0.0,"7196 Main St
MS 37641"
34500, 60 months,9.32,721.53,B,B2,Owner,2 years,RENT,116307.0,Source Verified,Dec-2020,Charged Off,debt_consolidation,Debt consolidation,13.79,Apr-1999,11,0,1368.74,74.2,30,w,Individual,0.0,1.0,"4260 Main St
PA 40146"
4000, 36 months,9.96,128.99,B,B5,Accountant,4 years,RENT,23987.83,Source Verified,Oct-2017,Fully Paid,debt_consolidation,Debt consolidation,15.22,Nov-2012,9,0,13240.56,11.0,24,w,Individual,2.0,0.0,"9435 Main St
MS 18615"
25000, 36 months,6.05,761.11,B,B4,Warehouse Worker,10+ years,MORTGAGE,46014.03,Not Verified,Apr-2018,Fully Paid,medical,Medical expenses,11.17,Feb-2004,10,0,7048.97,62.8,25,w,Individual,4.0,0.0,"6724 Main St
UT 66480"
5000, 36 months,15.09,173.55,D,D3,President,4 years,RENT,87107.65,Verified,Sep-2016,Fully Paid,debt_consolidation,Debt consolidation,18.2,May-2015,9,0,9181.34,44.7,20,f,Individual,1.0,0.0,"3918 Main St
IL 89789"
18500, 60 months,15.71,447.04,C,C4,IT Manager,5 years,MORTGAGE,53293.47,Verified,May-2015,Charged Off,debt_consolidation,Debt consolidation,13.73,May-2011,6,0,9796.27,28.9,24,f,Individual,0.0,0.0,"1884 Main St
KS 83282"
1000, 36 months,9.06,31.83,B,B1,Director,10+ years,OWN,130245.49,Not Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,14.6,Aug-2014,13,0,14906.61,60.2,27,f,Individual,0.0,0.0,"7317 Main St
WY 49880"
5500, 36 months,16.23,193.99,D,D4,Owner,3 years,RENT,83113.79,Not Verified,May-2019,Charged Off,debt_consolidation,Debt consolidation,21.23,Dec-1992,12,0,2126.17,31.8,26,w,Individual,0.0,0.0,"1643 Main St
DC 89457"
18500, 60 months,4.63,345.99,A,A3,Financial Analyst,6 years,OWN,36832.85,Not Verified,Dec-2017,Fully Paid,debt_consolidation,Debt consolidation,18.55,Apr-2002,4,0,4717.74,10.2,17,f,Individual,0.0,0.0,"4990 Main St
NH 40594"
37000, 60 months,20.11,982.54,D,D3,General Manager,,RENT,60847.61,Verified,Dec-2016,Fully Paid,medical,Medical expenses,26.06,Jul-2012,8,0,3832.66,42.9,30,f,Individual,0.0,0.0,"1543 Main St
AR 79205"
23500, 60 months,10.81,508.72,B,B5,Technician,2 years,OWN,36863.15,Not Verified,Oct-2015,Fully Paid,debt_consolidation,Debt consolidation,27.13,Mar-2010,11,2,2367.76,30.5,19,w,Individual,3.0,0.0,"2388 Main St
IL 14883"
16500, 60 months,18.27,421.42,D,D4,,2 years,OWN,57073.82,Not Verified,Dec-2018,Fully Paid,debt_consolidation,Debt consolidation,14.14,Apr-1995,9,0,6354.33,47.1,23,f,Individual,0.0,0.0,"6709 Main St
NH 87411"
16500, 60 months,20.2,438.99,E,E1,Clerk,,MORTGAGE,66562.67,Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,17.48,Aug-2005,10,0,26535.56,57.3,23,w,Individual,4.0,0.0,"6651 Main St
SC 82850"
3500, 36 months,14.75,120.9,D,D1,Attorney,10+ years,MORTGAGE,89596.14,Verified,Sep-2018,Fully Paid,credit_card,Credit card refinancing,18.85,Apr-2001,12,3,989.58,32.2,23,f,Individual,0.0,0.0,"5466 Main St
PA 40498"
24500, 60 months,9.73,517.3,B,B5,,4 years,MORTGAGE,67856.58,Not Verified,May-2020,Fully Paid,debt_consolidation,Debt consolidation,12.98,Sep-2005,10,0,11390.06,62.9,21,f,Individual,0.0,0.0,"7541 Main St
PA 42045"
19500, 60 months,3.0,350.39,A,A5,Cook,5 years,OWN,29459.59,Verified,Nov-2016,Fully Paid,debt_consolidation,Debt consolidation,11.25,Nov-2010,11,3,2691.24,57.3,20,f,Individual,0.0,0.0,"9790 Main St
OR 26109"
9000, 36 months,12.87,302.68,D,D4,Software Engineer,4 years,RENT,18424.92,Source Verified,Sep-2017,Fully Paid,debt_consolidation,Debt consolidation,22.33,Apr-2003,10,0,1350.83,13.1,28,f,Individual,3.0,0.0,"1345 Main St
MS 15560"
37500, 36 months,7.65,1169.07,C,C5,Software Engineer,4 years,RENT,81865.05,Verified,Sep-2018,Charged Off,car,Car financing,26.12,Feb-2006,12,0,1528.6,34.1,25,f,Individual,9.0,3.0,"2418 Main St
MN 94822"
14000, 60 months,7.47,280.33,A,A3,Technician,5 years,MORTGAGE,16926.6,Source Verified,Oct-2016,Fully Paid,home_improvement,Home improvement,11.9,Dec-2009,9,0,6065.27,55.0,19,f,Individual,3.0,0.0,"9133 Main St
UT 32067"
27500, 36 months,13.48,932.95,D,D1,Manager,10+ years,OWN,66087.77,Verified,Jul-2018,Charged Off,credit_card,Credit card refinancing,18.14,Feb-2009,8,0,22978.71,38.1,20,f,Individual,7.0,2.0,"8017 Main St
OK 27131"
25500, 60 months,9.01,529.46,B,B3,Analyst,< 1 year,RENT,33937.06,Source Verified,May-2018,Fully Paid,debt_consolidation,Debt consolidation,12.75,Aug-1992,12,0,14525.92,31.7,22,w,Joint App,0.0,0.0,"9060 Main St
MO 63799"
18000, 36 months,4.75,537.46,A,A2,Accountant,9 years,MORTGAGE,58554.38,Not Verified,Mar-2017,Fully Paid,debt_consolidation,Debt consolidation,13.1,Apr-2010,13,0,10821.35,44.4,21,f,Individual,0.0,0.0,"4177 Main St
KS 99676"
13000, 36 months,28.69,542.58,E,E3,Nurse,10+ years,RENT,54219.45,Source Verified,Nov-2016,Fully Paid,car,Car financing,14.15,Jun-1998,22,0,21790.41,29.8,37,w,Individual,1.0,0.0,"6818 Main St
ND 31612"
14500, 36 months,13.33,490.87,C,C1,Consultant,5 years,OWN,71201.07,Not Verified,Jul-2017,Fully Paid,debt_consolidation,Debt consolidation,22.21,Jun-1993,15,0,35598.06,10.0,25,f,Individual,1.0,0.0,"1004 Main St
NY 15484"
8000, 36 months,3.34,233.85,B,B2,Marketing Manager,9 years,RENT,59499.46,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,19.66,Feb-2014,11,1,24973.6,51.0,22,w,Individual,6.0,1.0,"1104 Main St
VA 26743"
2500, 36 months,20.11,93.05,D,D4,Financial Analyst,8 years,OTHER,88908.54,Not Verified,Jun-2016,Fully Paid,credit_card,Credit card refinancing,23.67,Apr-1994,14,0,2623.21,52.8,28,f,Individual,9.0,0.0,"7983 Main St
MT 81986"
37000, 36 months,18.84,1353.28,E,E2,,4 years,RENT,69037.82,Source Verified,Apr-2016,Charged Off,debt_consolidation,Debt consolidation,17.02,Feb-2015,8,0,21200.63,15.8,25,w,Individual,0.0,0.0,"1617 Main St
AZ 56510"
14000, 36 months,4.6,417.08,A,A5,Business Analyst,2 years,RENT,115612.74,Verified,Jun-2019,Fully Paid,home_improvement,Home improvement,9.49,Sep-2015,9,0,9119.22,24.7,19,f,Individual,0.0,2.0,"1045 Main St
GA 95569"
13500, 36 months,13.65,459.11,D,D1,Driver,3 years,MORTGAGE,44017.05,Source Verified,Aug-2017,Fully Paid,credit_card,Credit card refinancing,27.16,Aug-1986,16,0,2380.58,33.2,30,w,Individual,2.0,0.0,"2069 Main St
ME 59002"
10000, 36 months,16.68,354.94,D,D5,Server,< 1 year,RENT,30937.82,Verified,Jan-2020,Charged Off,credit_card,Credit card refinancing,23.62,May-2003,13,1,2114.17,56.1,31,f,Individual,1.0,0.0,"1893 Main St
NJ 51952"
9000, 36 months,8.46,283.94,B,B3,Clerk,10+ years,MORTGAGE,69336.31,Verified,Oct-2015,Fully Paid,vacation,Vacation,6.82,Nov-2009,5,0,1988.49,15.5,20,w,Individual,1.0,0.0,"3320 Main St
OR 49708"
22000, 60 months,10.06,468.08,C,C4,Attorney,7 years,MORTGAGE,55996.37,Source Verified,May-2019,Charged Off,home_improvement,Home improvement,14.74,Dec-1992,9,0,10630.65,32.2,24,f,Individual,2.0,2.0,"8430 Main St
TX 44698"
21000, 36 months,3.98,619.82,A,A1,Police Officer,10+ years,MORTGAGE,74094.03,Source Verified,Apr-2020,Fully Paid,other,Other,15.74,Jul-2010,7,0,5930.4,19.9,20,f,Individual,9.0,0.0,"1752 Main St
NM 83312"
21500, 36 months,16.35,759.6,D,D4,Vice President,4 years,OTHER,57094.27,Source Verified,Oct-2017,Fully Paid,home_improvement,Home improvement,20.86,Mar-2002,10,1,89764.22,44.2,26,f,Individual,6.0,0.0,"8485 Main St
VT 60944"
25500, 36 months,12.97,858.83,E,E1,General Manager,10+ years,MORTGAGE,109747.25,Source Verified,Feb-2017,Charged Off,debt_consolidation,Debt consolidation,23.34,Mar-2011,16,0,6986.6,56.1,31,f,Individual,2.0,0.0,"74 Main St
NY 75924"
20500, 36 months,3.0,596.16,A,A5,Nurse,4 years,OTHER,78645.17,Not Verified,Oct-2016,Fully Paid,debt_consolidation,Debt consolidation,20.08,Oct-1991,13,0,1735.17,22.6,24,f,Individual,4.0,3.0,"7589 Main St
TX 81813"
20000, 36 months,21.84,762.15,D,D3,Security Officer,1 year,RENT,28618.07,Source Verified,Apr-2018,Fully Paid,credit_card,Credit card refinancing,16.02,Aug-2014,14,0,11295.21,67.5,30,f,Individual,0.0,0.0,"4338 Main St
CA 56689"
12000, 36 months,17.15,428.73,D,D2,Bartender,7 years,OWN,46498.45,Not Verified,Jan-2016,Charged Off,debt_consolidation,Debt consolidation,9.86,May-1999,10,0,2905.13,16.4,23,w,Individual,8.0,0.0,"3085 Main St
KS 76087"
26500, 60 months,6.69,520.86,B,B4,Business Analyst,10+ years,RENT,65349.5,Not Verified,Aug-2018,Charged Off,debt_consolidation,Debt consolidation,38.4,Oct-1989,10,2,11013.82,20.9,27,f,Individual,0.0,0.0,"369 Main St
VT 82572"
24000, 60 months,10.06,510.64,D,D1,Sales,5 years,MORTGAGE,46559.73,Source Verified,Jan-2020,Fully Paid,small_business,Business,30.9,Jan-1988,11,0,5029.15,25.6,18,f,Joint App,3.0,0.0,"833 Main St
AR 38008"
32000, 60 months,4.89,602.27,A,A1,Analyst,7 years,MORTGAGE,41029.81,Source Verified,Feb-2020,Fully Paid,credit_card,Credit card refinancing,25.73,Oct-2001,14,0,4838.57,22.5,29,f,Individual,3.0,0.0,"8642 Main St
WI 88570"
35000, 36 months,26.96,1428.13,F,F4,Software Engineer,6 years,OWN,127851.6,Not Verified,Nov-2015,Fully Paid,credit_card,Credit card refinancing,30.22,Apr-1996,11,0,10065.57,50.7,23,f,Individual,0.0,1.0,"147 Main St
MS 55046"
22000, 36 months,19.92,816.7,C,C2,Cook,6 years,MORTGAGE,93452.21,Source Verified,Mar-2018,Fully Paid,debt_consolidation,Debt consolidation,11.02,Jan-2008,10,0,6139.52,24.4,25,w,Individual,0.0,0.0,"2286 Main St
CO 25372"
24500, 36 months,17.68,881.81,C,C3,Administrative Assistant,3 years,MORTGAGE,38138.16,Verified,Jul-2016,Fully Paid,other,Other,21.96,Dec-1997,8,0,4240.87,56.5,19,f,Individual,0.0,0.0,"2210 Main St
NY 63889"
17500, 60 months,9.34,366.17,C,C1,Server,5 years,OWN,101743.07,Verified,Apr-2020,Fully Paid,debt_consolidation,Debt consolidation,22.75,Apr-1995,10,0,5153.4,32.5,20,w,Individual,0.0,0.0,"3552 Main St
MD 41671"
20500, 60 months,10.51,440.73,C,C1,Financial Analyst,6 years,OWN,95938.64,Verified,Jun-2015,Charged Off,debt_consolidation,Debt consolidation,7.78,Jul-1987,9,2,3050.55,24.9,26,w,Individual,2.0,0.0,"8660 Main St
WI 43246"
38000, 36 months,15.59,1328.29,E,E4,Pharmacist,10+ years,RENT,84868.91,Not Verified,Jun-2015,Fully Paid,car,Car financing,20.19,Jan-1990,18,4,17291.89,48.6,27,f,Individual,4.0,0.0,"1269 Main St
MI 74325"
31000, 36 months,9.48,992.73,C,C4,Administrative Assistant,2 years,OWN,23850.83,Verified,Feb-2015,Charged Off,debt_consolidation,Debt consolidation,12.04,Dec-1999,11,0,2307.33,35.4,27,w,Joint App,6.0,0.0,"6248 Main St
SC 12942"
25500, 36 months,19.36,939.38,E,E1,Sales,8 years,MORTGAGE,65503.66,Not Verified,Jan-2018,Fully Paid,home_improvement,Home improvement,20.17,Oct-2013,13,0,4039.83,6.9,21,f,Individual,5.0,0.0,"1541 Main St
TX 37715"
34000, 60 months,10.9,737.55,C,C1,Sales,9 years,OWN,33037.86,Source Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,22.73,Jan-1987,10,0,1746.92,42.9,24,f,Individual,6.0,0.0,"7885 Main St
AK 18564"
31500, 60 months,9.11,655.57,A,A1,Sales,5 years,RENT,52966.35,Not Verified,Jun-2018,Fully Paid,credit_card,Credit card refinancing,16.47,Sep-1994,9,0,6561.83,44.1,23,w,Individual,5.0,0.0,"8356 Main St
MN 94772"
29500, 36 months,16.05,1037.86,E,E5,Clerk,7 years,RENT,117502.86,Not Verified,Jun-2017,Fully Paid,credit_card,Credit card refinancing,24.69,Jul-2012,14,1,60492.24,20.1,29,w,Individual,7.0,0.0,"9305 Main St
NM 12564"
17000, 60 months,15.84,411.96,D,D1,Teacher,10+ years,MORTGAGE,47072.35,Source Verified,Jul-2018,Fully Paid,home_improvement,Home improvement,24.79,Jul-1998,12,0,69829.6,67.9,25,w,Individual,5.0,0.0,"2294 Main St
IL 63120"
38000, 36 months,8.78,1204.5,D,D3,Human Resources,6 years,RENT,54366.33,Verified,Jun-2020,Charged Off,debt_consolidation,Debt consolidation,11.14,Apr-2010,7,1,7787.77,61.6,19,f,Joint App,1.0,0.0,"6183 Main St
NV 43105"
8500, 60 months,27.83,263.78,G,G3,Nurse,4 years,MORTGAGE,25594.1,Not Verified,Apr-2018,Charged Off,home_improvement,Home improvement,8.24,Oct-1989,10,0,20787.3,9.9,24,w,Individual,,0.0,"729 Main St
MD 86854"
24500, 60 months,3.0,440.23,A,A2,Sales,10+ years,MORTGAGE,64909.65,Not Verified,Apr-2018,Fully Paid,major_purchase,Major purchase,9.77,Sep-1999,9,0,36265.48,55.9,22,w,Individual,0.0,0.0,"4127 Main St
GA 46571"
5500, 60 months,10.76,118.93,B,B4,Warehouse Worker,10+ years,MORTGAGE,138565.79,Verified,Dec-2020,Fully Paid,debt_consolidation,Debt consolidation,35.32,Dec-1985,9,1,10199.93,61.9,22,w,Individual,2.0,0.0,"1713 Main St
AZ 73429"
19500, 36 months,7.27,604.51,B,B2,Vice President,3 years,MORTGAGE,207737.38,Not Verified,Oct-2017,Fully Paid,major_purchase,Major purchase,10.45,Jan-2014,10,0,2858.52,51.8,26,f,Individual,2.0,0.0,"865 Main St
OH 10142"
10000, 36 months,7.79,312.4,C,C1,President,10+ years,MORTGAGE,103586.62,Verified,Aug-2019,Fully Paid,debt_consolidation,Debt consolidation,,Aug-1988,8,0,970.09,14.4,16,f,Individual,3.0,0.0,"6977 Main St
MS 40898"
18500, 36 months,8.64,585.2,D,D4,Registered Nurse,7 years,RENT,46440.75,Verified,Mar-2017,Charged Off,debt_consolidation,Debt consolidation,17.08,Apr-1992,13,0,44023.12,72.0,25,f,Individual,2.0,0.0,"3478 Main St
MS 34208"
30000, 36 months,21.06,1131.18,F,F1,Bartender,6 years,RENT,79286.43,Not Verified,May-2016,Fully Paid,debt_consolidation,Debt consolidation,10.98,Apr-2012,14,0,5702.32,61.8,26,f,Individual,2.0,0.0,"3803 Main St
AL 90614"
32000, 60 months,8.6,658.07,B,B4,Software Engineer,10+ years,OWN,45226.84,Verified,Aug-2019,Fully Paid,debt_consolidation,Debt consolidation,14.87,Mar-2000,10,0,45483.48,34.2,24,w,Individual,,0.0,"2678 Main St
LA 78872"
39000, 36 months,17.48,1399.79,D,D5,Analyst,10+ years,OWN,65913.16,Not Verified,May-2019,Fully Paid,other,Other,7.13,Sep-2014,10,1,3702.85,33.8,22,f,Individual,0.0,0.0,"7419 Main St
SC 56498"
23500, 36 months,18.5,855.49,E,E5,General Manager,3 years,RENT,81686.67,Source Verified,Sep-2016,Charged Off,debt_consolidation,Debt consolidation,26.2,Mar-2003,11,0,1131.79,28.9,26,w,Individual,0.0,1.0,"3143 Main St
OH 96342"
2000, 60 months,19.24,52.15,D,D5,Bus Driver,4 years,OWN,26197.18,Not Verified,Oct-2017,Fully Paid,other,Other,21.22,Jul-1997,11,0,50790.19,25.3,28,w,Joint App,5.0,0.0,"704 Main St
NV 87368"
37500, 36 months,5.16,1126.6,B,B2,Supervisor,10+ years,RENT,94753.8,Verified,Jan-2018,Fully Paid,debt_consolidation,Debt consolidation,29.92,May-2011,9,0,7062.02,38.0,18,w,Individual,3.0,0.0,"3563 Main St
CA 96684"
33000, 36 months,3.22,962.88,C,C4,Electrician,6 years,RENT,77343.08,Not Verified,May-2017,Fully Paid,debt_consolidation,Debt consolidation,14.19,Nov-1993,14,2,9227.71,82.4,23,w,Individual,2.0,0.0,"9825 Main St
HI 60544"
4500, 36 months,24.85,178.56,F,F2,Marketing Manager,,MORTGAGE,38242.82,Verified,Jan-2018,Charged Off,medical,Medical expenses,14.37,Dec-2003,10,0,5889.0,67.3,26,f,Individual,0.0,0.0,"5966 Main St
KY 28594"
26000, 36 months,30.23,1107.02,G,G4,Paramedic,10+ years,MORTGAGE,18095.56,Source Verified,Dec-2018,Fully Paid,debt_consolidation,Debt consolidation,18.31,Feb-1990,7,0,44821.0,22.7,16,f,Joint App,3.0,0.0,"8825 Main St
FL 37311"
37000, 36 months,15.9,1298.98,C,C1,Bartender,3 years,RENT,67720.28,Source Verified,Feb-2020,Fully Paid,credit_card,Credit card refinancing,13.78,Dec-1989,8,5,32928.61,44.0,12,w,Individual,2.0,0.0,"1901 Main St
MS 45572"
3500, 60 months,16.1,85.3,E,E5,Technician,8 years,OWN,91212.77,Verified,Nov-2019,Charged Off,other,Other,12.52,Feb-1995,11,0,12026.77,43.4,19,f,Individual,1.0,0.0,"7173 Main St
OH 60527"
20000, 36 months,6.64,614.26,B,B5,Electrician,5 years,OWN,49112.58,Not Verified,Sep-2018,Fully Paid,debt_consolidation,Debt consolidation,7.65,Sep-1996,12,0,40900.48,39.9,20,w,Individual,1.0,0.0,"5351 Main St
NH 54572"
30500, 60 months,9.81,645.19,B,B4,Software Engineer,6 years,OWN,49280.93,Verified,Dec-2015,Fully Paid,other,Other,34.72,Jul-1987,10,0,31533.65,31.0,25,w,Individual,4.0,0.0,"6041 Main St
GA 42791"
14500, 36 months,22.12,554.66,F,F2,Bus Driver,1 year,RENT,83838.48,Not Verified,Jan-2018,Charged Off,debt_consolidation,Debt consolidation,11.72,Jul-1987,13,0,6267.45,28.9,29,f,Individual,11.0,0.0,"6565 Main St
MA 96826"
27500, 36 months,5.21,826.8,A,A2,Paramedic,3 years,OWN,40842.1,Source Verified,Sep-2017,Fully Paid,credit_card,Credit card refinancing,15.59,Sep-2009,15,0,91646.31,70.5,29,f,Individual,4.0,0.0,"6590 Main St
AL 71158"
19000, 36 months,6.21,579.83,B,B3,,2 years,MORTGAGE,90372.03,Verified,Jan-2016,Fully Paid,home_improvement,Home improvement,13.91,Apr-1985,16,0,18159.4,29.2,25,w,Individual,5.0,0.0,"7376 Main St
NE 10949"
5000, 36 months,5.28,150.48,B,B5,Cook,10+ years,MORTGAGE,50733.58,Not Verified,Sep-2020,Fully Paid,debt_consolidation,Debt consolidation,15.5,Oct-2001,14,0,5362.53,23.1,28,w,Joint App,0.0,0.0,"3534 Main St
ME 19213"
28500, 36 months,9.31,910.41,C,C5,Retail,10+ years,OWN,68631.59,Verified,Dec-2018,Fully Paid,small_business,Business,12.0,Apr-2000,11,0,35351.45,68.7,24,w,Individual,2.0,0.0,"1260 Main St
CA 51168"
30000, 36 months,14.87,1038.05,C,C2,Engineer,10+ years,MORTGAGE,73287.71,Verified,Oct-2020,Fully Paid,credit_card,Credit card refinancing,14.23,Nov-1987,11,0,2745.95,1.0,23,w,Individual,4.0,0.0,"4985 Main St
NH 18235"
1500, 36 months,8.03,47.03,B,B5,CEO,10+ years,MORTGAGE,152844.72,Verified,Jun-2019,Fully Paid,debt_consolidation,Debt consolidation,35.07,Jan-2015,10,0,47704.97,69.4,22,w,Individual,1.0,0.0,"9061 Main St
TX 86294"
31000, 36 months,23.82,1213.29,E,E2,Security Officer,1 year,MORTGAGE,70592.68,Verified,Nov-2017,Charged Off,small_business,Business,22.07,Jan-2010,11,0,2363.63,30.9,18,w,Individual,0.0,0.0,"2557 Main St
IL 95488"
29500, 36 months,21.56,1119.91,E,E3,Operations Manager,,MORTGAGE,34751.9,Source Verified,Feb-2017,Fully Paid,major_purchase,Major purchase,10.0,Jan-2005,16,0,12345.43,38.2,25,f,Individual,1.0,0.0,"3123 Main St
WI 63122"
30500, 36 months,12.02,1013.33,B,B4,,2 years,OWN,43525.15,Verified,Apr-2016,Charged Off,home_improvement,Home improvement,13.46,Sep-2015,12,0,6164.58,73.4,22,w,Individual,1.0,0.0,"7678 Main St
NC 70082"
20500, 60 months,10.05,436.07,B,B4,Warehouse Worker,4 years,OWN,43447.57,Source Verified,Dec-2017,Fully Paid,debt_consolidation,Debt consolidation,10.05,Jan-1985,12,0,9729.14,31.3,20,f,Joint App,,0.0,"2522 Main St
NC 41637"
18500, 60 months,18.66,476.45,D,D3,,10+ years,MORTGAGE,81658.44,Not Verified,May-2015,Fully Paid,credit_card,Credit card refinancing,9.0,Jul-1990,9,0,10193.98,26.5,19,f,Individual,3.0,0.0,"2229 Main St
OR 95494"
19000, 36 months,11.64,627.81,C,C5,Financial Analyst,2 years,RENT,57803.83,Not Verified,Mar-2017,Fully Paid,other,Other,24.12,Feb-1989,7,0,6271.69,54.9,29,w,Joint App,7.0,0.0,"7367 Main St
AL 29707"
40000, 36 months,15.52,1396.82,B,B1,Data Analyst,2 years,RENT,59545.26,Not Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,15.24,Jun-2015,16,2,10156.18,35.1,25,f,Individual,,0.0,"5924 Main St
NH 24836"
9500, 60 months,8.28,193.9,B,B5,Security Officer,10+ years,RENT,122191.73,Verified,Mar-2016,Fully Paid,credit_card,Credit card refinancing,27.93,May-1996,8,0,200000.0,38.8,22,f,Individual,2.0,1.0,"3745 Main St
PA 39019"
32000, 36 months,3.07,931.59,B,B2,Paramedic,4 years,RENT,101420.88,Source Verified,Jun-2020,Fully Paid,home_improvement,Home improvement,11.55,Apr-2006,10,0,5350.66,37.6,19,w,Individual,0.0,0.0,"4084 Main St
UT 10751"
11500, 60 months,8.67,236.88,B,B1,Bartender,9 years,MORTGAGE,50415.43,Source Verified,Mar-2017,Fully Paid,debt_consolidation,Debt consolidation,25.64,Aug-2010,15,0,20746.75,40.9,28,f,Joint App,0.0,0.0,"881 Main St
WA 63082"
